CLMB 0 5.6031673719364797e+01 3.7496625414923852e-03
CLMB 1 5.7874621625818634e+01 2.9277417845969453e-03
CLMB 2 6.9725763187985606e+01 6.1096937055131635e-04
CLMB 3 4.5098283814430722e+01 1.6738848361213698e-02
CLMB 4 3.4111193955876189e+01 8.0700993486982189e-02
CLMB 5 4.5715083847770657e+01 1.5360839181928260e-02
CLMB 9 5.9997205175497214e+01 2.2048254715801721e-03
CLMB 10 6.7939566302278493e+01 7.7190992624766276e-04
CLMB 11 6.8263037374165407e+01 7.3986584436983537e-04
CLMB 12 2.7382353291708135e+01 2.2382613508394755e-01
CLMB 13 3.5857892546149401e+01 6.2444033349633332e-02
CLMB 14 3.2765537359119875e+01 9.8535192871419777e-02
CLMB 15 1.7576048284318706e+01 1.1477418961492425e+00
CLMB 16 1.1389938148308138e+01 3.9018720515381258e+00
CLMB 17 1.8117824910777696e+01 1.0411076831717849e+00
CLMB 18 4.5370502154606555e+01 1.6115644611962823e-02
CLMB 19 3.9262729883248525e+01 3.8168194556334002e-02
CLMB 20 4.0879981151045612e+01 3.0305219685120125e-02
CLMB 21 7.5565769585143601e+00 1.0015613468250532e+01
CLMB 22 9.8111028773894855e+00 5.6040329683405163e+00
CLMB 23 1.2854198041881768e+01 2.8532305311429864e+00
CLMB 24 3.3669076510393310e+01 8.6154539930490770e-02
CLMB 25 4.1049885962401788e+01 2.9582761024733204e-02
CLMB 26 4.0420489894617290e+01 3.2351875747350829e-02
CLMB 27 2.4445672280513040e+01 3.5671096711701616e-01
CLMB 28 1.8014525894824793e+01 1.0605519295123365e+00
CLMB 29 3.2757145828823639e+01 9.8658549765513970e-02
CLMB 30 9.7116937565972492e+00 5.7391960268851410e+00
CLMB 31 6.4070389650865023e+00 1.4058660187822568e+01
CLMB 32 7.6693264009864315e+00 9.7060935425766868e+00
CLMB 33 1.3916314794807693e+01 2.2982653730937166e+00
CLMB 34 1.2648970265161328e+01 2.9778896011171647e+00
CLMB 35 9.0889559299363025e+00 6.6851874653670222e+00
CLMB 36 1.1326812892270725e+01 3.9566453111369708e+00
CLMB 37 1.7324052759068980e+01 1.2014760456362392e+00
CLMB 38 1.3560834285469895e+01 2.4686116816741412e+00
CLMB 39 3.9526914775525711e+01 3.6751919540584779e-02
CLMB 40 5.1204757668478848e+01 7.2115370429257633e-03
CLMB 41 4.1897655455216331e+01 2.6234890625203962e-02
CLMB 48 1.3935890011691399e+02 9.4950270429149918e-08
CLMB 51 9.1487028585189705e+01 3.7152891470361316e-05
CLMB 52 8.4978829406870148e+01 8.5145437882327944e-05
CLMB 53 1.1043782452833018e+02 3.4173142654484335e-06
CLMB 54 1.3245825395128122e+02 2.2214571504226748e-07
CLMB 55 1.2425355018852959e+02 6.1259578432336174e-07
CLMB 62 1.2748620253755230e+02 4.1056070947111292e-07
CLMB 63 6.8481072787803257e+01 7.1903053221289426e-04
CLMB 64 5.8936199837488743e+01 2.5401453308309565e-03
CLMB 65 6.2465386354970633e+01 1.5882527868934597e-03
CLMB 66 1.0935421323553999e+02 3.9130983015729224e-06
CLMB 67 9.7899726894584788e+01 1.6498150961486039e-05
CLMB 68 1.2860722527951393e+02 3.5741918904216393e-07
CLMB 72 8.1145591112950484e+01 1.3917533161733140e-04
CLMB 73 8.0974948900445639e+01 1.4226100404964593e-04
CLMB 74 9.8873273123451327e+01 1.4591290039436415e-05
CLMB 75 1.2561095316004986e+02 5.1779650608529365e-07
CLMB 76 1.3167827951078718e+02 2.4458946002290414e-07
CLMB 77 1.0576465882109173e+02 6.1340864891747106e-06
CLMB 78 7.8707427147263431e+01 1.9047576399472112e-04
CLMB 79 7.6007740933880555e+01 2.6993893971524713e-04
CLMB 80 8.2838427276811188e+01 1.1199434000876256e-04
CLMB 83 1.4328308084857159e+02 5.8625372722238918e-08
CLMB 183 1.0334274599122030e+02 8.3132973615517417e-06
CLMB 184 8.7453108053853398e+01 6.2076881982643203e-05
CLMB 185 1.1147404897483804e+02 3.0023667564880862e-06
CLMB 189 1.3464903933650839e+02 1.6955694378918567e-07
CLMB 191 1.2277064810790100e+02 7.3621112464180105e-07
CLMB 198 1.3900504566254239e+02 9.9173786730767898e-08
CLMB 201 1.2520740871497895e+02 5.4432735028597338e-07
CLMB 202 1.3680266018682772e+02 1.3004746518582272e-07
CLMB 203 1.2295970163720419e+02 7.1915323910520830e-07
CLMB 210 8.5330561185832977e+01 8.1400940388531219e-05
CLMB 211 9.7575700490005531e+01 1.7186965067577634e-05
CLMB 212 9.3633606556381451e+01 2.8296802444525088e-05
CLMB 217 1.4264907027176693e+02 6.3371691566387226e-08
CLMB 219 1.0221834386013010e+02 9.5753105553189578e-06
CLMB 220 8.5386509163338232e+01 8.0820833045391460e-05
CLMB 221 1.1016775146994263e+02 3.5346353546979815e-06
CLMB 225 1.2879934049032988e+02 3.4903156088434299e-07
CLMB 227 1.2721528458832566e+02 4.2455223927024130e-07
CLMB 228 2.7063957905946200e+01 2.3525660049391411e-01
CLMB 229 3.6138959489293462e+01 5.9935231387953695e-02
CLMB 230 2.2106964911338334e+01 5.2342338468290772e-01
CLMB 231 4.1859602163363206e+01 2.6376433973773764e-02
CLMB 232 4.6454487511560387e+01 1.3861366077630093e-02
CLMB 233 3.6288540894215565e+01 5.8643106912970103e-02
CLMB 234 7.6072647693467189e+01 2.6768131840567864e-04
CLMB 235 6.8537678612939061e+01 7.1371923473195211e-04
CLMB 236 7.5165786431654993e+01 3.0103100879993062e-04
CLMB 237 7.5475166825413673e+00 1.0041040069769119e+01
CLMB 238 1.0856983656752497e+01 4.3949441308727693e+00
CLMB 239 1.1242655805084262e+01 4.0311195514896889e+00
CLMB 240 3.0045354634573890e+01 1.4844995692593557e-01
CLMB 241 2.8286476004730957e+01 1.9447453424260039e-01
CLMB 242 2.5740286090232246e+01 2.8990684430434094e-01
CLMB 243 5.7235630874940853e+01 3.1895843503068101e-03
CLMB 244 5.6234112063406791e+01 3.6489113369354560e-03
CLMB 245 6.9873813137041523e+01 5.9926224849659237e-04
CLMB 246 2.5373451219413642e+01 3.0735251774395672e-01
CLMB 247 2.5633097975556574e+01 2.9489191049457525e-01
CLMB 248 3.3093307417923334e+01 9.3841294849719467e-02
CLMB 249 6.1810777655002518e+01 1.7323097468415994e-03
CLMB 250 5.7877058586262422e+01 2.9267862605077042e-03
CLMB 251 5.2267196930153702e+01 6.2397139861220426e-03
CLMB 252 7.8040760788045873e+01 2.0757729108372022e-04
CLMB 253 8.3295739093597959e+01 1.0561791974160699e-04
CLMB 254 6.8188147145328060e+01 7.4716266091774187e-04
CLMB 255 5.3851691083072197e+01 5.0325027616486663e-03
CLMB 256 4.6548953743061873e+01 1.3680937946657921e-02
CLMB 257 5.6687810115024682e+01 3.4330140301971610e-03
CLMB 258 9.0515923718513321e+01 4.2031500960590635e-05
CLMB 259 9.5964308848478993e+01 2.1067681971898204e-05
CLMB 260 7.8564764963406105e+01 1.9401146172977077e-04
CLMB 261 4.4555364188446589e+01 1.8056911554218437e-02
CLMB 262 4.3876950835716094e+01 1.9855456908723236e-02
CLMB 263 5.7297191189550944e+01 3.1633519661567315e-03
CLMB 267 1.3507360098936545e+02 1.6091382363191376e-07
CLMB 268 1.3770700106437414e+02 1.1634717700202120e-07
CLMB 269 1.2824277906485909e+02 3.7389095467243996e-07
CLMB 270 7.9953258886864049e+01 1.6223738417480321e-04
CLMB 271 7.6163267768717404e+01 2.6456122276624503e-04
CLMB 272 6.6165033833122308e+01 9.7449088751411477e-04
CLMB 279 1.0158023762402118e+02 1.0375550960825619e-05
CLMB 280 1.1164388651558865e+02 2.9393608829784052e-06
CLMB 281 1.0339580348715882e+02 8.2580660115862605e-06
CLMB 282 9.8009306480387636e+01 1.6271553183579968e-05
CLMB 283 8.8759508221114004e+01 5.2556427030804445e-05
CLMB 284 1.1234611325211795e+02 2.6926521350544775e-06
CLMB 285 1.2214300749121408e+02 7.9581113837172997e-07
CLMB 286 1.0771902523221152e+02 4.8016614095651685e-06
CLMB 287 1.2229409432929154e+02 7.8103530791774578e-07
CLMB 288 1.1780510576667967e+02 1.3639844192919914e-06
CLMB 289 1.0162041502969990e+02 1.0323235328788123e-05
CLMB 290 1.3073090625219714e+02 2.7493519444433176e-07
CLMB 291 6.9306790723857617e+01 6.4537144517640751e-04
CLMB 292 7.5433200899666119e+01 2.9078185928512260e-04
CLMB 293 5.7743497048075028e+01 2.9796266088306326e-03
CLMB 294 1.3948789016187021e+02 9.3455980962709808e-08
CLMB 295 1.3332573531395923e+02 1.9960307580606702e-07
CLMB 306 1.2774791209713723e+02 3.9748457796366421e-07
CLMB 307 1.2834003970048417e+02 3.6942193522648863e-07
