0	9.540000000000000e-04	-4.898617294492098e+00	2.878551135709840e+00	-5.234562425473039e-03	-2.128746571662804e-01	-3.616768822285678e-01	-1.634739146948175e-04	0
1	2.860000000000000e-04	-2.723798291927811e+00	-6.863351144758942e+00	7.125068868560971e-03	3.418900344103021e-01	-1.356557312460921e-01	-9.658995341210525e-05	0
2	4.760000000000000e-05	9.547675318155887e+00	-5.110030377203467e-01	-8.916271607468638e-03	1.720294640545992e-02	3.230980375962623e-01	1.169142550907377e-04	0
3	4.760000000000000e-05	7.438521067030282e+00	9.926827093927720e+00	1.061465306883673e-02	-2.273580970579689e-01	1.703024342083269e-01	1.469507800038734e-04	0
4	4.760000000000000e-05	4.284237637428536e+00	1.551360921498498e+01	-2.786180145263728e-03	-2.404078777067986e-01	6.630497763347837e-02	2.456329358434725e-04	0
5	1.050000000000000e-08	6.358774387969409e+00	2.835233868073291e+01	-2.069939396375533e-02	-1.808377297978293e-01	4.100948282379244e-02	6.130250051021074e-05	0
6	1.050000000000000e-08	1.221967834875764e+01	1.941467227467248e+01	3.786710158061937e-02	-1.765994901365515e-01	1.113051763637010e-01	-1.883899120604926e-04	0
7	1.050000000000000e-08	4.500231172432541e-01	-1.870425771875985e+01	2.126852923759812e-03	2.312952506651996e-01	5.396892923242349e-03	1.454536730947804e-04	0
8	1.050000000000000e-08	4.056148062789744e+00	2.279791478094397e+01	1.670198680053605e-03	-2.045902895674619e-01	3.629528794525785e-02	-5.373573923726172e-05	0
9	1.050000000000000e-08	2.767364466888329e+00	-1.904746193563218e+01	-1.254114574038230e-03	2.255300855679760e-01	3.278229215134990e-02	-1.078311492370325e-04	0
10	1.050000000000000e-08	-9.106960547624457e+00	-1.596835176434232e+01	-4.036647886296810e-02	2.025892885932144e-01	-1.150542304573513e-01	7.121529314351620e-05	0
11	1.050000000000000e-08	-1.408706569570383e+00	2.147131293690093e+01	1.318593393611106e-02	-2.151907531057036e-01	-1.446122919107091e-02	-7.345318040316967e-05	0
12	1.050000000000000e-08	-1.951514512713147e+01	6.076894504525344e+00	-1.580628467373688e-02	-6.579043759412244e-02	-2.112897077755121e-01	1.668284730064507e-04	0
13	1.050000000000000e-08	1.808037900693571e+01	1.064850463860976e+01	2.435044590535853e-02	-1.112529806255878e-01	1.880564975635712e-01	-2.061706461871617e-04	0
14	1.050000000000000e-08	-1.749558580297908e+01	-8.943731201960803e+00	-7.081148116454487e-03	1.020755266052395e-01	-2.009925204862710e-01	-4.450041502000508e-04	0
15	1.050000000000000e-08	1.831163019595724e+01	1.975714565432216e+01	-8.909251171287583e-02	-1.411016992377017e-01	1.311792603796324e-01	1.075909488691027e-04	0
16	1.050000000000000e-08	-2.349963110819488e+01	1.554084480634284e+01	-2.947292809908018e-02	-1.031955035620037e-01	-1.575801561496466e-01	-1.806259168039734e-04	0
17	1.050000000000000e-08	-2.375529320509223e+01	1.525033016899030e+01	1.629552559608699e-03	-1.017073686293538e-01	-1.582913204495070e-01	6.331928780848940e-05	0
18	1.050000000000000e-08	-1.982083708287466e+01	5.697371111698488e+00	7.956536348424204e-04	-6.086431709944681e-02	-2.115460508572585e-01	1.704375691497793e-05	0
19	1.050000000000000e-08	7.754287437118888e+00	1.619852414424020e+01	1.078789739616815e-03	-2.127718229265018e-01	1.015279298769351e-01	2.508878945626499e-04	0
20	1.050000000000000e-08	-2.708062492912642e+01	9.779312613082668e+00	6.841584746918316e-03	-6.480958283247849e-02	-1.750870660570735e-01	-7.209199076196737e-05	0
21	1.050000000000000e-08	-1.896442271672129e+01	8.093188600941255e+00	1.769890735649148e-02	-8.639798771313568e-02	-2.025433286433987e-01	4.208005429942268e-04	0
22	1.050000000000000e-08	-2.169527475347122e+01	1.140746107668605e+01	1.312754045486370e-02	-9.397078027595418e-02	-1.788114694880465e-01	-6.833218905864229e-05	0
23	1.050000000000000e-08	-2.800590017853812e+01	-2.493134939866539e+00	-2.147868535014796e-03	1.752878200824409e-02	-1.877630622145619e-01	-2.404755758205482e-04	0
24	1.050000000000000e-08	-1.276886462215242e+01	2.517861518928350e+01	-2.473218699266943e-03	-1.680717968797311e-01	-8.484931554575663e-02	-6.883509075836757e-06	0
25	1.050000000000000e-08	2.515751381358174e+01	-1.010016724765251e+01	-1.501231845522472e-02	7.179914670931024e-02	1.778093007959141e-01	-1.181326836216306e-04	0
26	1.050000000000000e-08	-1.698465502114007e+01	9.145793534185845e+00	-3.264483359720204e-02	-1.076434901597547e-01	-2.006131042494693e-01	-1.014964378731749e-05	0
27	1.050000000000000e-08	5.380748873510104e-01	-2.713063933457459e+01	-5.324592473400557e-02	1.918585060126283e-01	3.643291682327369e-03	-9.539825616447659e-05	0
28	1.050000000000000e-08	2.814466483679933e+01	-5.105225906850428e+00	1.149619694486797e-03	3.336296836770305e-02	1.839047109337706e-01	8.680413303538486e-05	0
29	1.050000000000000e-08	-2.026691865155698e+01	-3.469423877396456e+00	5.005106677311571e-03	3.732756027978538e-02	-2.172351215130841e-01	-1.666109816461085e-04	0
30	1.050000000000000e-08	-1.695560641656541e+01	-2.300471285396455e+01	-8.637935297428292e-05	1.511488797227974e-01	-1.108280070628987e-01	-4.152540251569045e-06	0
31	1.050000000000000e-08	2.274246557958672e+01	7.491503095623737e+00	7.779696724538392e-04	-6.288690631280167e-02	1.943016756517152e-01	9.635605316457013e-05	0
32	1.050000000000000e-08	2.034632359793999e+01	-1.212509487592747e+01	9.203037640105351e-03	1.050842948028832e-01	1.765898405397625e-01	-9.522613863184436e-06	0
33	1.050000000000000e-08	1.681558508033937e+01	-1.791690601255253e+01	1.653179841135786e-02	1.467000309228995e-01	1.383819927403084e-01	-1.147137153942119e-04	0
34	1.050000000000000e-08	1.193938258870056e+01	-1.884790875015678e+01	-1.076708220709199e-02	1.791949424882323e-01	1.132586570114592e-01	2.906389798608229e-04	0
35	1.050000000000000e-08	-1.172558587289854e+01	2.212266759392040e+01	-2.232337901279844e-03	-1.760835173317409e-01	-9.413556255922463e-02	1.552991411511118e-05	0
36	1.050000000000000e-08	1.149900052941910e+01	-1.573641316709865e+01	7.868692963507805e-03	1.831571514471508e-01	1.353518747399375e-01	-1.526854611500276e-04	0
37	1.050000000000000e-08	-2.714367453984037e+01	9.601920625407875e+00	-6.650846584601736e-02	-6.211733703317188e-02	-1.757667250374053e-01	2.881787523084811e-05	0
38	1.050000000000000e-08	-1.375706100718767e+01	-1.152320956196996e+01	-1.497357398087861e-02	1.520680362953067e-01	-1.803181264309131e-01	-1.963608975687431e-04	0
39	1.050000000000000e-08	1.753767454735534e+01	-1.533150445934081e+01	-5.098548801206079e-02	1.362062424814757e-01	1.561235227731742e-01	1.119394611617579e-05	0
40	1.050000000000000e-08	9.387593087730771e+00	2.840642040267664e+01	-7.625850619165039e-02	-1.730699865929371e-01	5.698973023011449e-02	-1.124946430897795e-04	0
41	1.050000000000000e-08	-1.979538934209543e+01	-1.381537419341200e+01	1.455526025291947e-02	1.162926380418036e-01	-1.673483631977482e-01	-2.905144651641176e-04	0
42	1.050000000000000e-08	2.496144614785522e+01	8.490339746942482e+00	7.403652669377660e-03	-6.217837065991725e-02	1.841297670625826e-01	5.809256865265498e-05	0
43	1.050000000000000e-08	-9.648392756603178e+00	2.587280203286859e+01	4.443849914083169e-02	-1.783912245661641e-01	-6.650131919648324e-02	-4.490927774718264e-05	0
44	1.050000000000000e-08	2.590060725956938e+01	6.430193684207207e+00	-2.436748645790430e-02	-4.669471018227111e-02	1.878212062057429e-01	-4.093516496221883e-05	0
45	1.050000000000000e-08	2.112489085502395e+01	-5.898572532424387e+00	-2.145518177409806e-03	5.769568929852915e-02	2.058340287473146e-01	1.563091989384265e-05	0
46	1.050000000000000e-08	-2.172306960960238e+01	8.714255872501713e+00	4.122350585191724e-03	-7.711291744716182e-02	-1.915888594703506e-01	3.613136679535531e-05	0
47	1.050000000000000e-08	-2.250262993044399e+01	-1.660273976683311e+01	3.352315340821800e-02	1.121720133578852e-01	-1.521498120410688e-01	-4.123200378265988e-05	0
48	1.050000000000000e-08	-5.895800468836024e+00	-2.269312305425792e+01	-1.368372492301174e-02	1.997881614239675e-01	-5.190131916072966e-02	5.071023338676859e-05	0
