0	9.540000000000000e-04	4.670000000000000e-04	1.000000000000000e+00	5.662595083183650e+00	5.050099347693018e-01	-5.631348563007703e-03	-3.767280774163011e-02	4.177346321825622e-01	-5.711304072241530e-05	0	0
1	2.860000000000000e-04	4.030000000000000e-04	1.000000000000000e+00	-3.640162922185471e+00	6.410488946125756e+00	6.088722228047395e-03	-3.205153685284332e-01	-1.816814233957258e-01	-2.074755440380452e-04	0	0
2	4.760000000000000e-05	1.680000000000000e-04	1.000000000000000e+00	9.046677614276835e+00	3.096752020762729e+00	7.522830445037158e-03	-1.046396287003303e-01	3.061436533090330e-01	1.998276170385873e-04	0	0
3	4.760000000000000e-05	1.680000000000000e-04	1.000000000000000e+00	1.236677156352267e+01	1.211499219834476e+00	2.174280033519556e-03	-2.745819372157846e-02	2.822464346756361e-01	-2.791705542865201e-04	0	0
4	4.760000000000000e-05	1.680000000000000e-04	1.000000000000000e+00	1.011994966623105e+01	1.251413275319612e+01	2.696049641264217e-03	-1.938729963997500e-01	1.568691333282317e-01	-2.458531007450377e-04	0	0
5	1.050000000000000e-08	7.917948281233318e-06	1.000000000000000e+00	-1.978544584370007e+01	-3.092490479421288e+00	2.589084033374931e-03	3.403819216565609e-02	-2.208057811792107e-01	4.243850068154987e-06	0	0
6	1.050000000000000e-08	7.917948281233318e-06	1.000000000000000e+00	1.552236457965853e+01	1.409577695335257e+01	-6.960840104445646e-03	-1.461745422055216e-01	1.619636495117032e-01	-8.706125663324935e-05	0	0
7	1.050000000000000e-08	7.917948281233318e-06	1.000000000000000e+00	-2.897760303608191e+01	-6.662840670276022e+00	-2.610076765026523e-02	4.098559670328874e-02	-1.785924995952282e-01	1.099996780230987e-04	0	0
8	1.050000000000000e-08	7.917948281233318e-06	1.000000000000000e+00	-1.077755838311552e+01	-2.362467616769563e+01	6.959901820948221e-03	1.785527060449314e-01	-8.150294897117837e-02	3.366527901277133e-05	0	0
9	1.050000000000000e-08	7.917948281233318e-06	1.000000000000000e+00	1.771658397005287e+01	5.933886777141989e+00	7.346632221306089e-03	-7.332964426533203e-02	2.191966483845054e-01	1.769681317404325e-05	0	0
