time_sys= 0.000488281 n_loop=0
tree_grav.getMemSizeUsed()= 0.547939 [Gbyte] system_grav.getMemSizeUsed()= 0.198887 [Gbyte]
n_loc_tot_= 547867 n_glb_tot_= 809817 ni_ave_= 126 nj_ave_= 5644 n_interaction_ep_ep_tot= 349294795682 n_interaction_ep_sp_tot= 1300500159860 speed: 19.4988 [Tflops] efficiency= 0.396704 wtime_exlet_comm_= 0.055022 wtime_exlet_a2a_= 0.010267 wtime_exlet_a2av_= 0.0447519 Tcomm_scatterEP_tmp_= 1.39804e-76
TexLET0_= 9.64683e-315   TexLET1_= 0   TexLET2_= 0   TexLET3_= 0   TexLET4_= 0
wtime_walk_LET_1st_= 0   max_wtime_walk_LET_1st= 0 (@0)   wtime_walk_LET_2nd_= 0   max_wtime_walk_LET_2nd= 0 (@0)
n_ep_send_1st_= 0   n_ep_recv_1st_= 0   n_ep_send_2nd_= 0   n_ep_recv_2nd_= 0
Tloop= 2.68613 Ttot=9.83188
total_time= 2.72402   total_time_per_loop(ave)= 4.34063 (@114)   max_total_time_per_loop= 4.34063 (@114)
WriteNemoAscii: 0   cum_time= 0   fraction: 0   max_time= 1.19209e-06 (@6)   max_time_cum= 1.19209e-06 (@6)     max_time_split_ave= 1.19209e-06 (@6)
Drift: 0.00922894   cum_time= 0.00922894   fraction: 0.00338798   max_time= 0.00970793 (@114)   max_time_cum= 0.00970888 (@114)     max_time_split_ave= 0.00970793 (@114)
collect: 0   cum_time= 0.00922894   fraction: 0   max_time= 1.19209e-06 (@35)   max_time_cum= 0.00970888 (@114)     max_time_split_ave= 1.19209e-06 (@35)
decompose: 0   cum_time= 0.00922894   fraction: 0   max_time= 1.19209e-06 (@75)   max_time_cum= 0.00970888 (@114)     max_time_split_ave= 1.19209e-06 (@75)
exchangeParticle: 0.0228431   cum_time= 0.0320721   fraction: 0.0083858   max_time= 0.0274529 (@206)   max_time_cum= 0.0351517 (@260)     max_time_split_ave= 0.0274529 (@206)
setParticleLocalTree: 0.0138171   cum_time= 0.0458891   fraction: 0.0050723   max_time= 0.0153072 (@114)   max_time_cum= 0.046814 (@115)     max_time_split_ave= 0.0153072 (@114)
setRootCell: 0.00428391   cum_time= 0.050173   fraction: 0.00157264   max_time= 0.00697112 (@299)   max_time_cum= 0.0528262 (@299)     max_time_split_ave= 0.00697112 (@299)
mortonSortLocalTreeOnly: 0.103349   cum_time= 0.153522   fraction: 0.0379398   max_time= 0.112181 (@114)   max_time_cum= 0.160468 (@114)     max_time_split_ave= 0.112181 (@114)
linkCellLocalTreeOnly: 0.011306   cum_time= 0.164828   fraction: 0.00415049   max_time= 0.013211 (@270)   max_time_cum= 0.171998 (@114)     max_time_split_ave= 0.013211 (@270)
calcMomentLocalTreeOnly: 0.00873613   cum_time= 0.173564   fraction: 0.00320707   max_time= 0.0106962 (@96)   max_time_cum= 0.182437 (@114)     max_time_split_ave= 0.0106962 (@96)
exchangeLocalEssentialTree: 0.0614748   cum_time= 0.235039   fraction: 0.0225676   max_time= 0.10586 (@206)   max_time_cum= 0.237726 (@260)     max_time_split_ave= 0.10586 (@206)
setLocalEssentialTreeToGlobalTree: 0.00683403   cum_time= 0.241873   fraction: 0.0025088   max_time= 0.011739 (@191)   max_time_cum= 0.247873 (@186)     max_time_split_ave= 0.011739 (@191)
mortonSortGlobalTreeOnly: 0.108392   cum_time= 0.350265   fraction: 0.0397911   max_time= 0.144802 (@234)   max_time_cum= 0.391996 (@191)     max_time_split_ave= 0.144802 (@234)
linkCellGlobalTreeOnly: 0.0160792   cum_time= 0.366344   fraction: 0.00590273   max_time= 0.041348 (@197)   max_time_cum= 0.431747 (@197)     max_time_split_ave= 0.041348 (@197)
calcMomentGlobalTreeOnly: 0.0142539   cum_time= 0.380598   fraction: 0.00523265   max_time= 0.021791 (@191)   max_time_cum= 0.451014 (@197)     max_time_split_ave= 0.021791 (@191)
makeIPGroup: 0.00252914   cum_time= 0.383127   fraction: 0.000928459   max_time= 0.00369692 (@26)   max_time_cum= 0.453884 (@197)     max_time_split_ave= 0.00369692 (@26)
calcForce: 2.32816   cum_time= 2.71129   fraction: 0.854676   max_time= 3.9124 (@114)   max_time_cum= 4.32618 (@114)     max_time_split_ave= 3.9124 (@114)
write back: 0.00691915   cum_time= 2.7182   fraction: 0.00254005   max_time= 0.00777221 (@114)   max_time_cum= 4.33395 (@114)     max_time_split_ave= 0.00777221 (@114)
Kick: 0.0058198   cum_time= 2.72402   fraction: 0.00213647   max_time= 0.006675 (@114)   max_time_cum= 4.34063 (@114)     max_time_split_ave= 0.006675 (@114)

time_sys= 0.000976562 n_loop=1
tree_grav.getMemSizeUsed()= 0.547939 [Gbyte] system_grav.getMemSizeUsed()= 0.198887 [Gbyte]
n_loc_tot_= 547862 n_glb_tot_= 809787 ni_ave_= 126 nj_ave_= 5643 n_interaction_ep_ep_tot= 349310576125 n_interaction_ep_sp_tot= 1300539110944 speed: 19.4725 [Tflops] efficiency= 0.396168 wtime_exlet_comm_= 0.051513 wtime_exlet_a2a_= 0.008461 wtime_exlet_a2av_= 0.043047 Tcomm_scatterEP_tmp_= 1.39804e-76
TexLET0_= 9.64683e-315   TexLET1_= 0   TexLET2_= 0   TexLET3_= 0   TexLET4_= 0
wtime_walk_LET_1st_= 0   max_wtime_walk_LET_1st= 0 (@0)   wtime_walk_LET_2nd_= 0   max_wtime_walk_LET_2nd= 0 (@0)
n_ep_send_1st_= 0   n_ep_recv_1st_= 0   n_ep_send_2nd_= 0   n_ep_recv_2nd_= 0
Tloop= 2.69046 Ttot=14.2038
total_time= 2.72956   total_time_per_loop(ave)= 4.34822 (@114)   max_total_time_per_loop= 4.34822 (@114)
WriteNemoAscii: 0   cum_time= 0   fraction: 0   max_time= 1.19209e-06 (@4)   max_time_cum= 1.19209e-06 (@4)     max_time_split_ave= 1.19209e-06 (@4)
Drift: 0.00882506   cum_time= 0.00882506   fraction: 0.00323315   max_time= 0.00971293 (@97)   max_time_cum= 0.00971293 (@97)     max_time_split_ave= 0.00971293 (@97)
collect: 0   cum_time= 0.00882506   fraction: 0   max_time= 2.14577e-06 (@35)   max_time_cum= 0.00971413 (@97)     max_time_split_ave= 2.14577e-06 (@35)
decompose: 0   cum_time= 0.00882506   fraction: 0   max_time= 1.19209e-06 (@112)   max_time_cum= 0.00971413 (@97)     max_time_split_ave= 1.19209e-06 (@112)
exchangeParticle: 0.024461   cum_time= 0.0332861   fraction: 0.00896153   max_time= 0.0299382 (@206)   max_time_cum= 0.0376132 (@260)     max_time_split_ave= 0.0299382 (@206)
setParticleLocalTree: 0.0137661   cum_time= 0.0470521   fraction: 0.00504332   max_time= 0.0153451 (@114)   max_time_cum= 0.0490637 (@226)     max_time_split_ave= 0.0153451 (@114)
setRootCell: 0.00401592   cum_time= 0.0510681   fraction: 0.00147127   max_time= 0.0072751 (@299)   max_time_cum= 0.0548661 (@299)     max_time_split_ave= 0.0072751 (@299)
mortonSortLocalTreeOnly: 0.103361   cum_time= 0.154429   fraction: 0.0378673   max_time= 0.110355 (@114)   max_time_cum= 0.160173 (@114)     max_time_split_ave= 0.110355 (@114)
linkCellLocalTreeOnly: 0.0111141   cum_time= 0.165543   fraction: 0.00407176   max_time= 0.013129 (@270)   max_time_cum= 0.172635 (@114)     max_time_split_ave= 0.013129 (@270)
