CLMB 0 5.6031673431396484e+01 3.7496970035135746e-03
CLMB 1 5.7874626159667969e+01 2.9277701396495104e-03
CLMB 2 6.9725769042968750e+01 6.1079044826328754e-04
CLMB 3 4.5098285675048828e+01 1.6738824546337128e-02
CLMB 4 3.4111194610595703e+01 8.0700688064098358e-02
CLMB 5 4.5715080261230469e+01 1.5360805206000805e-02
CLMB 9 5.9997207641601562e+01 2.2048365790396929e-03
CLMB 10 6.7939559936523438e+01 7.7190948650240898e-04
CLMB 11 6.8263038635253906e+01 7.3986809002235532e-04
CLMB 12 2.7382354736328125e+01 2.2382561862468719e-01
CLMB 13 3.5857891082763672e+01 6.2443848699331284e-02
CLMB 14 3.2765533447265625e+01 9.8534576594829559e-02
CLMB 15 1.7576049804687500e+01 1.1477415561676025e+00
CLMB 16 1.1389937400817871e+01 3.9018745422363281e+00
CLMB 17 1.8117828369140625e+01 1.0411030054092407e+00
CLMB 18 4.5370506286621094e+01 1.6115611419081688e-02
CLMB 19 3.9262729644775391e+01 3.8168273866176605e-02
CLMB 20 4.0879981994628906e+01 3.0305352061986923e-02
CLMB 21 7.5565767288208008e+00 1.0015616416931152e+01
CLMB 22 9.8111019134521484e+00 5.6040349006652832e+00
CLMB 23 1.2854197502136230e+01 2.8532278537750244e+00
CLMB 24 3.3669078826904297e+01 8.6153797805309296e-02
CLMB 25 4.1049884796142578e+01 2.9582891613245010e-02
CLMB 26 4.0420490264892578e+01 3.2352000474929810e-02
CLMB 27 2.4445672988891602e+01 3.5670956969261169e-01
CLMB 28 1.8014526367187500e+01 1.0605483055114746e+00
CLMB 29 3.2757144927978516e+01 9.8657928407192230e-02
CLMB 30 9.7116956710815430e+00 5.7391920089721680e+00
CLMB 31 6.4070396423339844e+00 1.4058653831481934e+01
CLMB 32 7.6693258285522461e+00 9.7060985565185547e+00
CLMB 33 1.3916312217712402e+01 2.2982659339904785e+00
CLMB 34 1.2648971557617188e+01 2.9778857231140137e+00
CLMB 35 9.0889549255371094e+00 6.6851835250854492e+00
CLMB 36 1.1326812744140625e+01 3.9566473960876465e+00
CLMB 37 1.7324054718017578e+01 1.2014800310134888e+00
CLMB 38 1.3560832977294922e+01 2.4686112403869629e+00
CLMB 39 3.9526912689208984e+01 3.6752037703990936e-02
CLMB 40 5.1204753875732422e+01 7.2115128859877586e-03
CLMB 41 4.1897651672363281e+01 2.6235023513436317e-02
CLMB 48 1.3935890197753906e+02 9.4452538235145767e-08
CLMB 51 9.1487022399902344e+01 3.7123601941857487e-05
CLMB 52 8.4978820800781250e+01 8.5023035353515297e-05
