-8.000000e+00 -8.000000e+00 +0.000000e+00
-8.000000e+00 -7.937500e+00 +9.750192e-02
-8.000000e+00 -7.875000e+00 +2.263924e-01
-8.000000e+00 -7.812500e+00 +0.000000e+00
-8.000000e+00 -7.750000e+00 +0.000000e+00
-8.000000e+00 -7.687500e+00 +9.750192e-02
-8.000000e+00 -7.625000e+00 +9.750192e-02
-8.000000e+00 -7.562500e+00 +1.950038e-01
-8.000000e+00 -7.500000e+00 +9.750192e-02
-8.000000e+00 -7.437500e+00 +0.000000e+00
-8.000000e+00 -7.375000e+00 +1.950038e-01
-8.000000e+00 -7.312500e+00 +9.750192e-02
-8.000000e+00 -7.250000e+00 +1.545369e-01
-8.000000e+00 -7.187500e+00 +1.545369e-01
-8.000000e+00 -7.125000e+00 +9.750192e-02
-8.000000e+00 -7.062500e+00 +0.000000e+00
-8.000000e+00 -7.000000e+00 +2.263924e-01
-8.000000e+00 -6.937500e+00 +2.925057e-01
-8.000000e+00 -6.875000e+00 +1.545369e-01
-8.000000e+00 -6.812500e+00 +0.000000e+00
-8.000000e+00 -6.750000e+00 +1.950038e-01
-8.000000e+00 -6.687500e+00 +9.750192e-02
-8.000000e+00 -6.625000e+00 +1.545369e-01
-8.000000e+00 -6.562500e+00 +9.750192e-02
-8.000000e+00 -6.500000e+00 +0.000000e+00
-8.000000e+00 -6.437500e+00 +9.750192e-02
-8.000000e+00 -6.375000e+00 +1.950038e-01
-8.000000e+00 -6.312500e+00 +9.750192e-02
-8.000000e+00 -6.250000e+00 +1.545369e-01
-8.000000e+00 -6.187500e+00 +1.950038e-01
-8.000000e+00 -6.125000e+00 +9.750192e-02
-8.000000e+00 -6.062500e+00 +0.000000e+00
-8.000000e+00 -6.000000e+00 +9.750192e-02
-8.000000e+00 -5.937500e+00 +0.000000e+00
-8.000000e+00 -5.875000e+00 +9.750192e-02
-8.000000e+00 -5.812500e+00 +9.750192e-02
-8.000000e+00 -5.750000e+00 +0.000000e+00
-8.000000e+00 -5.687500e+00 +0.000000e+00
-8.000000e+00 -5.625000e+00 +9.750192e-02
-8.000000e+00 -5.562500e+00 +0.000000e+00
-8.000000e+00 -5.500000e+00 +0.000000e+00
